COIL_NO,NUMBER_OF_PASSES,PASS_NO,PASS_INPUT_THICKNESS,PASS_OUTPUT_THICKNESS
K4C1761000,5,2,1.48,1.11
K4C1761000,5,3,1.12,0.83
K510806000,5,1,2,1.46
K510806000,5,2,1.45,1.1
K510806000,5,4,0.79,0.57
K4C1751000,5,5,0.6,0.44
K510636000,4,2,1.46,1.08
K510636000,4,3,1.08,0.79
K510451000,5,3,1.07,0.8
K510451000,5,4,0.79,0.57
K510851000,5,5,0.6,0.44
K510559000,5,4,0.83,0.61
K510716000,6,3,1.08,0.81
K510716000,6,4,0.8,0.59
K510824000,4,4,0.63,0.41
K510660000,7,7,0.61,0.5
K510857000,6,7,0.61,0.5
K510472000,4,1,1.97,1.37
K511500000,4,2,2.05,1.7
K511500000,4,3,1.69,1.4
K510577000,4,1,2.02,1.38
K510577000,4,2,1.37,0.94
K4C0168000,6,2,2.3,1.91
K4C0168000,6,3,1.91,1.57
K4C0168000,6,4,1.57,1.29
K4C0190000,5,1,2.84,2.24
K510666000,7,4,1.19,0.95
K510666000,7,5,0.96,0.76
K510666000,7,6,0.76,0.61
K510666000,7,7,0.61,0.5
K510400000,7,7,0.39,0.3
K510661000,7,2,1.52,1.18
K510661000,7,3,1.17,0.89
K510543000,5,1,1.97,1.49
K510543000,5,2,1.45,1.06
K511515000,6,4,0.82,0.6
K511515000,6,5,0.6,0.43
K4C0304000,5,3,1.12,0.84
K4C0304000,5,4,0.84,0.63
K4C0304000,5,5,0.63,0.47
K510521000,5,1,2.01,1.49
K510521000,5,5,0.54,0.38
K510785000,4,4,0.79,0.57
K510642000,4,3,1.09,0.79
K510642000,4,4,0.8,0.58
K4C1865000,5,1,2,1.54
K4C1865000,5,2,1.54,1.2
K510541000,5,4,0.82,0.61
K510541000,5,5,0.6,0.44
K511568000,2,1,2.22,1.59
K511568000,2,2,1.59,1.16
K510652000,2,1,2.21,1.6
K4C1188000,6,1,2,1.55
K4C1278000,6,1,2,1.57
K4C1178000,5,5,0.57,0.41
K4C1272000,6,6,0.52,0.38
K4C1215000,6,4,0.79,0.58
K4C1392000,5,1,1.98,1.47
K4C1392000,5,2,1.46,1.08
K4C1392000,5,5,0.57,0.42
K4C1220000,6,5,0.6,0.44
K4C1281000,5,1,1.99,1.48
K4C1281000,5,2,1.47,1.09
K4C1281000,5,4,0.8,0.59
K4C1281000,5,5,0.59,0.44
K4C1441000,5,1,1.96,1.46
K4C1454000,5,5,0.59,0.42
K4C1456000,5,4,0.81,0.59
K4C1626000,5,1,2.01,1.47
K4C1314000,5,1,2.16,1.62
K4C1302000,5,1,1.99,1.45
K4C1302000,5,2,1.46,1.11
K4C1781000,5,3,1.07,0.79
K4C1781000,5,4,0.79,0.57
K4C1908000,4,1,1.99,1.42
K4C1908000,4,2,1.42,1.04
K4C1907000,4,1,1.98,1.46
K4C1907000,4,2,1.43,1.03
K4B1773000,6,6,1.05,0.86
K4B1684000,5,2,2.22,1.78
K4B1684000,5,3,1.79,1.41
K4C0373000,5,4,3.63,3.36
K4C0975000,8,1,3.22,2.56
K4C1576000,6,6,0.55,0.41
K4C1821000,4,1,1.99,1.42
K4C1422000,5,1,2.19,1.65
K4C1369000,5,1,2.2,1.66
K4C1369000,5,2,1.65,1.26
K4C1484000,4,2,1.66,1.27
K4C1484000,4,3,1.28,0.97
K4C1263000,5,1,2.19,1.66
K4C1199000,5,1,1.98,1.46
K4C1534000,5,4,0.92,0.68
K4C1534000,5,5,0.68,0.5
K4C0366000,6,4,3.43,3.07
K4C1741000,7,1,1.99,1.52
K4C1266000,5,3,1.19,0.87
K4C1266000,5,4,0.86,0.62
K4C1462000,4,4,0.65,0.45
K4C1376000,6,6,0.43,0.32
K4C0742000,6,3,1.41,1.14
K4C0804000,7,1,2.18,1.81
K4C1697000,4,1,1.97,1.41
K4C1763000,4,1,2.01,1.37
K4C1151000,7,5,0.67,0.52
K4C1151000,7,6,0.51,0.39
K4B1593000,5,2,2.21,1.77
K4B1593000,5,3,1.77,1.42
K4B1593000,5,4,1.42,1.12
K510408000,4,4,0.95,0.71
K510783000,4,2,1.36,0.94
K510783000,4,3,0.93,0.63
K4B2015000,8,2,2.01,1.63
K4B2015000,8,3,1.63,1.34
K4B2015000,8,4,1.35,1.12
K4C0351000,7,5,1.03,0.85
K4C0351000,7,6,0.85,0.72
K510738000,7,7,0.72,0.62
K510428000,5,4,0.77,0.55
K510428000,5,5,0.55,0.39
K510838000,5,3,1.26,0.93
K510838000,5,4,0.93,0.68
K510654000,5,4,0.93,0.69
K510654000,5,5,0.68,0.5
K510934000,6,2,1.46,1.09
K510934000,6,3,1.08,0.79
K510934000,6,4,0.8,0.59
K510429000,6,2,1.57,1.23
K510429000,6,3,1.22,0.97
K4C1760000,5,1,1.99,1.49
K4C1756000,4,5,0.6,0.44
K510733000,5,5,0.57,0.41
K510648000,5,2,1.46,1.08
K510648000,5,3,1.09,0.79
K510451000,5,5,0.57,0.41
K510685000,4,2,1.36,0.94
K510638000,5,1,2,1.46
K510638000,5,2,1.45,1.1
K510592000,4,4,0.65,0.45
K511246000,6,1,2.1,1.47
K511246000,6,2,1.46,1.08
K510603000,7,1,2.28,1.81
K4C0190000,5,5,1.1,0.86
K510933000,6,1,2.01,1.49
K510508000,5,2,1.44,1.05
K4C1527000,6,4,0.99,0.78
K4B1567000,5,1,2.83,2.26
K4B1567000,5,2,2.26,1.84
K4B0935000,5,1,2.8,2.22
K4B0935000,5,2,2.2,1.8
K4B0935000,5,3,1.78,1.39
K4B0932000,5,3,1.76,1.38
K4B0932000,5,4,1.39,1.08
K4C0429000,6,4,0.83,0.63
K4B1579000,5,1,2.83,2.24
K510437000,4,4,0.64,0.44
K510553000,6,1,2,1.56
K510553000,6,2,1.49,1.16
K510452000,6,6,0.43,0.32
K510527000,6,4,0.94,0.7
K510527000,6,5,0.7,0.53
K510564000,5,2,1.48,1.11
K510564000,5,3,1.11,0.82
K510564000,5,4,0.82,0.61
K510564000,5,5,0.6,0.44
K4C1755000,5,1,2,1.45
K510515000,4,1,2,1.44
K4B2081000,8,1,2.85,2.28
K4C0367000,6,6,2.27,1.94
K4C0351000,7,7,0.71,0.61
K510277000,5,4,0.89,0.67
K510823000,5,1,1.99,1.46
K510823000,5,2,1.46,1.06
K510575000,5,2,1.45,1.06
K510575000,5,3,1.06,0.78
K510575000,5,4,0.77,0.55
K510929000,6,1,2.01,1.47
K510929000,6,2,1.47,1.09
K510929000,6,5,0.59,0.43
K510937000,5,1,2.01,1.48
K510937000,5,2,1.47,1.09
K510792000,4,4,0.63,0.41
K510704000,4,3,0.94,0.63
K510704000,4,4,0.63,0.41
K510589000,6,1,1.96,1.52
K510589000,6,2,1.51,1.2
K4C1756000,4,4,0.82,0.61
K4C1753000,5,4,0.82,0.61
K510640000,5,1,1.98,1.47
K510640000,5,2,1.46,1.1
K510640000,5,3,1.03,0.75
K510640000,4,4,0.79,0.57
K510640000,5,5,0.59,0.43
K4C1619000,4,2,1.36,0.95
K510559000,5,3,1.16,0.84
K511246000,6,3,1.09,0.81
K511246000,6,4,0.81,0.59
K510821000,4,3,0.93,0.63
K511167000,6,2,1.46,1.08
K510596000,6,2,1.73,1.37
K510596000,6,3,1.37,1.06
K510639000,5,1,1.98,1.43
K510639000,5,2,1.44,1.05
K510504000,6,5,0.67,0.5
K510476000,6,6,0.43,0.31
K510878000,7,1,2.01,1.52
K510878000,7,2,1.52,1.17
K511512000,6,5,0.6,0.44
K511572000,2,1,2.21,1.6
K511572000,2,2,1.59,1.16
K4C1906000,4,4,0.76,0.54
K510568000,5,2,1.43,1.05
K511402000,7,1,4.76,3.98
K511402000,7,2,3.94,3.38
K511402000,7,3,3.39,2.87
K511402000,7,4,2.87,2.42
K511402000,7,5,2.42,2.06
K511402000,7,6,2.07,1.76
K511402000,7,7,1.75,1.48
K511043000,6,1,2,1.54
K511043000,6,2,1.55,1.2
K511134000,9,6,2.31,2.02
K511134000,9,7,2.04,1.81
K511134000,9,8,1.81,1.62
K511134000,9,9,1.62,1.48
K491542000,9,9,1.39,1.21
K510227000,7,1,2.87,2.26
K510227000,7,2,2.24,1.85
K510227000,7,3,1.82,1.52
K511571000,6,1,2.19,1.66
K511571000,6,2,1.66,1.27
K511544000,5,3,1.06,0.76
K511544000,5,4,0.76,0.54
K511564000,5,5,0.59,0.42
K510773000,5,1,2.04,1.46
K512086000,5,1,2.03,1.51
K4C0453000,7,4,2.82,2.45
K4C0453000,7,5,2.43,2.06
K4C0453000,7,6,2.06,1.75
K4C0453000,7,7,1.76,1.49
K4C1298000,5,1,2,1.49
K4C1384000,4,1,1.99,1.47
K4C1379000,5,3,1.07,0.8
K4C1379000,5,4,0.79,0.57
K4C1582000,5,5,0.57,0.43
K4C1219000,6,3,1.07,0.78
K4C1627000,5,1,1.98,1.48
K4C1627000,5,2,1.45,1.06
K4C1706000,4,1,2,1.37
K4C1706000,4,2,1.36,0.94
K4C1415000,6,3,1.23,0.97
K4C1415000,6,4,0.97,0.75
K4C1688000,4,2,1.45,1.06
K4C1688000,4,3,1.05,0.76
K4C1296000,5,5,0.59,0.43
K4C1623000,6,6,0.49,0.37
K4C1863000,5,5,0.57,0.42
K4C1657000,5,5,0.57,0.42
K4C1785000,5,4,0.79,0.57
K4B2032000,8,1,4.78,3.99
K4B2032000,8,2,3.97,3.42
K4B2032000,8,3,3.41,3
K4C1746000,5,1,1.98,1.47
K4C1746000,5,2,1.46,1.09
K4C1746000,5,5,0.58,0.42
K4C1987000,6,5,0.74,0.55
K4C1981000,4,1,1.99,1.44
K4C1453000,5,3,1.05,0.76
K4C1565000,6,2,1.67,1.28
K4C1565000,6,3,1.28,0.97
K4C1310000,6,6,0.48,0.36
K4C1909000,6,1,2,1.46
K4C1492000,5,4,0.82,0.59
K4C1881000,5,1,1.99,1.47
K4C1881000,5,2,1.47,1.08
K4C1767000,6,1,2,1.53
K4C1772000,4,4,0.76,0.54
K4B1776000,6,6,1.07,0.89
K510144000,6,6,0.49,0.37
K4C1481000,5,1,2.21,1.59
K4C1481000,5,2,1.59,1.16
K4C1290000,6,3,1.08,0.79
K4C1939000,7,6,0.75,0.61
K4C1250000,7,7,0.61,0.51
K4C1477000,6,3,1.07,0.78
K4C1477000,6,4,0.79,0.57
K4C1829000,5,5,0.63,0.47
K4C2052000,4,3,0.93,0.63
K4C1612000,5,1,2.19,1.62
K4C1612000,5,2,1.6,1.2
K4C1597000,6,6,0.43,0.31
K4B2019000,6,1,3.01,2.41
K4C1357000,7,1,2.81,2.27
K4C0354000,7,3,1.6,1.32
K4C0354000,7,4,1.31,1.08
K4C0363000,6,2,4.35,3.86
K4C0363000,6,3,3.84,3.45
K4C0363000,6,4,3.44,3.07
K4C0363000,6,6,2.78,2.56
K4C1284000,4,4,0.63,0.42
K510510000,5,1,1.99,1.47
K510510000,5,2,1.46,1.08
K510539000,5,5,0.6,0.44
K4B1193000,5,1,2.83,2.22
K4B1193000,5,2,2.21,1.77
K4B1193000,5,3,1.78,1.39
K4B0934000,5,4,1.39,1.1
K4B0934000,5,5,1.08,0.85
K4B1564000,5,1,2.81,2.23
K510533000,5,5,0.54,0.38
K510414000,5,2,1.61,1.19
K510414000,5,3,1.19,0.86
K510441000,5,1,2.2,1.62
K510441000,5,2,1.6,1.2
K510441000,5,3,1.2,0.87
K510519000,5,2,1.44,1.05
K510519000,5,5,0.54,0.39
K4C1558000,5,5,0.63,0.47
K510822000,4,1,2.02,1.37
K510822000,4,2,1.37,0.95
K4C1524000,5,3,1.09,0.8
K4C1524000,5,4,0.8,0.58
K510703000,5,2,1.46,1.08
K510703000,5,3,1.09,0.79
K510409000,4,1,2.21,1.66
K510761000,4,1,1.91,1.43
K4C0406000,6,2,4.26,3.65
K4C0406000,6,3,3.65,3.11
K510652000,2,2,1.59,1.16
K510883000,2,1,2.19,1.61
K510883000,2,2,1.58,1.15
K510999000,2,1,2.19,1.61
K510999000,2,2,1.58,1.16
K511570000,2,1,2.22,1.59
K511570000,2,2,1.59,1.15
K510846000,2,2,1.59,1.16
K511743000,5,5,0.61,0.44
K510787000,4,1,2.02,1.46
K510683000,5,4,0.82,0.61
K511563000,2,2,1.59,1.16
K510651000,5,5,0.61,0.45
K4C1743000,4,4,0.65,0.45
K511615000,4,4,0.65,0.45
K511566000,4,1,1.95,1.72
K511936000,4,4,0.83,0.59
K510790000,4,4,0.63,0.42
K511133000,7,1,4.8,3.95
K511133000,7,2,3.95,3.39
K511133000,7,3,3.4,2.9
K511133000,7,4,2.9,2.48
K4C0393000,7,3,1.43,1.17
K4C0393000,7,4,1.18,0.99
K4C1293000,7,3,3.63,3.1
K4C1293000,7,4,3.1,2.66
K4C1293000,7,5,2.68,2.31
K511244000,7,3,1.84,1.5
K511244000,7,4,1.51,1.25
K511244000,7,5,1.26,1.05
K511244000,7,6,1.03,0.86
K511244000,7,7,0.86,0.73
K511403000,7,1,4.8,3.94
K511403000,7,2,3.96,3.33
K511403000,7,3,3.35,2.82
K511403000,7,4,2.81,2.36
K511403000,7,5,2.35,2.03
K511335000,7,1,2.23,1.72
K511301000,6,6,0.63,0.52
K511300000,6,4,1.02,0.78
K511121000,6,4,1.22,0.96
K511121000,6,5,0.97,0.77
K511049000,5,1,2.22,1.71
K4C1520000,8,8,0.62,0.51
K511927000,6,5,0.67,0.51
K511927000,6,6,0.5,0.39
K520043000,5,1,2.05,1.48
K520043000,5,2,1.47,1.1
K520043000,5,3,1.1,0.81
K511072000,5,3,3.99,3.75
K511072000,5,4,3.74,3.46
K520071000,5,1,2.05,1.5
K520071000,5,2,1.46,1.12
K520071000,5,5,0.59,0.43
K520113000,4,1,2.04,1.53
K520049000,5,5,0.59,0.43
K520083000,4,1,2.03,1.51
K520083000,4,2,1.5,1.14
K520094000,5,5,0.59,0.43
K510680000,7,3,1.44,1.17
K510680000,7,4,1.17,0.95
K520119000,4,1,1.93,1.57
K520119000,4,4,0.85,0.64
K511562000,5,1,2.16,1.65
K511562000,5,2,1.66,1.27
K511574000,5,1,2.16,1.6
K511565000,5,5,0.58,0.41
K4C0413000,6,2,3.08,2.48
K511732000,7,2,2.23,1.86
K511732000,7,3,1.87,1.57
K511405000,7,1,5.2,4.42
K511405000,7,2,4.41,3.96
K511405000,7,3,3.95,3.53
K4B2033000,8,1,4.8,3.95
K4B2033000,8,2,3.94,3.42
K4B2033000,8,3,3.4,2.94
K4B1821000,7,1,3,2.44
K4B1821000,7,2,2.45,2.02
K4B1821000,7,3,2.02,1.67
K4B2061000,6,1,2.97,2.43
K4B2061000,6,2,2.44,2.01
K4B2061000,6,3,2.03,1.68
K4B2061000,6,4,1.67,1.4
K511710000,6,4,1.46,1.22
K511710000,6,5,1.21,0.99
K520029000,6,1,2.25,1.74
K520029000,6,2,1.74,1.4
K511052000,6,4,1.2,0.96
K511052000,6,5,0.96,0.77
K511440000,6,6,2.3,2.01
K510781000,6,1,2.01,1.55
K511551000,6,5,0.68,0.52
K4C0453000,7,1,4.78,3.93
K4C0453000,7,2,3.89,3.37
K4C0453000,7,3,3.34,2.84
K4C1208000,6,1,2.01,1.44
K4B0696000,6,4,1.45,1.15
K4B0696000,6,5,1.14,0.9
K4C1220000,6,4,0.82,0.6
K4C1628000,5,1,1.95,1.48
K4C1389000,5,1,1.93,1.43
K4C1341000,5,2,1.61,1.19
K4C1341000,5,3,1.2,0.87
K4B1768000,6,3,1.89,1.6
K4B1768000,6,4,1.58,1.31
K4B1768000,6,5,1.31,1.08
K4C1623000,6,1,1.95,1.51
K4C1328000,5,4,0.83,0.59
K4C1294000,5,5,0.58,0.41
K4C1279000,6,4,0.94,0.74
K4C1321000,7,7,0.86,0.72
K4C0003000,7,1,3.03,2.44
K4C0003000,7,2,2.44,2.02
K4C1821000,4,2,1.43,1.03
K4C1821000,4,3,1.03,0.72
K4C1578000,6,6,0.55,0.41
K4C1271000,5,5,0.68,0.5
K4C1251000,5,2,1.63,1.28
K4C1251000,5,3,1.26,0.94
K4C1251000,5,4,0.93,0.68
K4C1889000,5,5,0.58,0.41
K4C1831000,6,5,0.62,0.46
K4C1531000,6,5,0.74,0.56
K4C1445000,6,6,0.54,0.42
K510023000,6,2,1.66,1.26
K510023000,6,3,1.25,0.95
K4C1269000,6,2,1.65,1.28
K4C1269000,6,3,1.26,0.95
K4C1881000,5,4,0.79,0.57
K4C1881000,5,5,0.57,0.41
K4C1380000,6,3,1.08,0.8
K4C1380000,6,4,0.8,0.59
K4C1430000,5,3,1.3,1
K4C1430000,5,4,0.99,0.75
K4C1433000,6,2,1.66,1.27
K4C1433000,6,3,1.26,0.96
K4C1771000,4,2,1.35,0.97
K4C1771000,4,3,0.95,0.65
K4C0804000,7,2,1.79,1.48
K4C0804000,7,3,1.52,1.25
K4C0804000,7,4,1.23,1.01
K4C0804000,7,5,1.01,0.82
K4C0919000,7,1,2.18,1.81
K4C0919000,7,2,1.79,1.49
K4C0722000,7,6,0.81,0.67
K4C0722000,7,7,0.66,0.54
K4C1451000,6,3,1.15,0.87
K4C1451000,6,4,0.88,0.67
K4C1757000,4,3,0.93,0.63
K4C2035000,6,6,0.45,0.33
K4C1159000,6,4,0.78,0.58
K4C1159000,6,5,0.57,0.41
K4C1937000,7,1,2.21,1.77
K4C1937000,7,2,1.76,1.43
K4C1937000,7,3,1.44,1.16
K4C1937000,7,4,1.16,0.95
K4C1290000,6,1,2.01,1.48
K4C1290000,6,2,1.47,1.09
K4C1210000,6,3,1.06,0.79
K4C1957000,5,2,1.61,1.21
K4C1218000,6,6,0.45,0.33
K4C1345000,4,4,0.99,0.75
K4C0425000,5,3,1.06,0.76
K4C0425000,5,4,0.77,0.55
K4C0109000,4,1,2.75,2.26
K4C0109000,4,2,2.25,1.81
K4C0109000,4,3,1.8,1.48
K510410000,5,3,1.24,0.92
K510410000,5,4,0.93,0.69
K4C0063000,4,4,1.45,1.17
K4B0700000,7,1,2.82,2.3
K4B0700000,7,2,2.3,1.93
K4C1327000,9,8,1.69,1.52
K4C1327000,9,9,1.54,1.37
K4C0428000,6,6,0.62,0.51
K510517000,5,1,1.98,1.47
K4C1595000,4,3,0.92,0.64
K4C1595000,4,4,0.62,0.41
K510430000,5,3,1.08,0.79
K510430000,5,4,0.79,0.57
K510643000,4,3,0.97,0.66
K510643000,4,4,0.65,0.44
K510583000,5,1,2,1.4
K510454000,6,1,2.02,1.56
K4C1760000,5,4,0.82,0.61
K520047000,4,2,1.4,1
K520048000,5,3,1.09,0.82
K520048000,5,4,0.81,0.6
K520048000,5,5,0.59,0.43
K520105000,4,4,0.85,0.64
K510769000,7,6,0.74,0.6
K510769000,7,7,0.6,0.5
K511687000,5,2,1.65,1.25
K511687000,5,3,1.26,0.93
K510730000,7,2,1.76,1.42
K510730000,7,3,1.42,1.15
K520101000,5,4,0.82,0.6
K520056000,6,4,1.29,1.06
K520056000,6,5,1.08,0.9
K520056000,6,6,0.86,0.74
K520068000,6,1,2.48,1.99
K511051000,7,5,1.08,0.88
K511051000,7,6,0.88,0.73
K511052000,6,1,2.5,1.96
K511052000,6,2,1.94,1.52
K511052000,6,3,1.5,1.22
K511440000,6,1,5.2,4.25
K511440000,6,2,4.23,3.67
K512057000,6,1,2.01,1.52
K511551000,6,3,1.17,0.89
K511551000,6,4,0.89,0.68
K511524000,6,6,0.53,0.34
K511518000,6,6,0.45,0.33
K511513000,6,1,1.94,1.49
K511513000,6,2,1.49,1.12
K511513000,6,3,1.1,0.84
K511523000,6,1,1.99,1.49
K511523000,6,2,1.49,1.12
K4C0307000,6,6,0.43,0.31
K511639000,6,1,1.99,1.44
K511639000,6,2,1.46,1.07
K4C0305000,6,4,0.95,0.73
K520282000,5,5,0.7,0.53
K520236000,5,1,2,1.49
K520246000,5,3,1.2,0.94
K520246000,5,4,0.94,0.72
K520238000,5,4,0.8,0.58
K511648000,5,3,1.12,0.82
K511648000,5,4,0.81,0.6
K511648000,5,5,0.6,0.43
K511695000,5,1,1.98,1.45
K511695000,5,2,1.43,1.03
K520012000,3,2,1.92,1.53
K520012000,3,3,1.51,1.16
K520109000,3,1,2.51,1.92
K520109000,3,2,1.91,1.52
K520109000,3,3,1.5,1.16
K520245000,5,3,1.04,0.75
K520060000,3,1,2.56,1.96
K520060000,3,2,1.94,1.51
K520060000,3,3,1.52,1.16
K511473000,8,1,2.85,2.28
K511473000,8,8,0.84,0.75
K510693000,6,4,1.68,1.42
K510693000,6,5,1.43,1.22
K510693000,6,6,1.22,1.05
K520582100,6,1,2.85,2.3
K520582100,6,2,2.29,1.9
K520582100,6,5,1.29,1.07
K520582100,6,6,1.07,0.88
K520615100,6,1,2.82,2.31
K520100100,5,1,2.76,2.29
K520100100,5,4,1.42,1.13
K520100100,5,5,1.12,0.89
K520597100,5,4,1.41,1.11
K520597100,5,5,1.11,0.88
K520586100,5,4,1.42,1.12
K520586100,5,5,1.11,0.88
K520612100,5,1,2.95,2.26
K520612100,5,2,2.17,1.71
K520639100,4,1,2.84,2.18
K520639100,4,2,2.18,1.71
K520639100,4,3,1.72,1.34
K520639100,4,4,1.33,1.03
K520617100,4,1,2.82,2.18
K520607100,4,1,2.83,2.17
K520641100,4,1,2.84,2.18
K520633100,4,1,2.84,2.18
K520633100,4,2,2.18,1.72
K520633100,4,3,1.71,1.36
K520633100,4,4,1.35,1.04
K520591100,4,1,2.91,2.18
K520567000,6,4,1.45,1.22
K520567000,6,5,1.22,1.01
K520578000,6,2,2.08,1.76
K520578000,6,3,1.74,1.46
K520578000,6,4,1.46,1.21
K4C1944000,5,4,0.79,0.59
K4C1512000,5,4,0.85,0.63
K4C1512000,5,5,0.63,0.48
K4C1615000,4,3,1.02,0.73
K4C1952000,4,3,0.94,0.63
K4C1952000,4,4,0.63,0.42
K510588000,5,4,0.75,0.55
K510505000,5,3,1.06,0.76
K510505000,5,4,0.76,0.55
K510444000,5,1,1.95,1.46
K510444000,5,2,1.46,1.1
K4B1192000,5,2,2.22,1.78
K4B1192000,5,3,1.79,1.41
K4B1192000,5,4,1.41,1.1
K4B1568000,4,2,2.18,1.78
K4B1568000,4,3,1.74,1.44
K4B1568000,4,4,1.43,1.16
K510441000,5,5,0.62,0.45
K510425000,5,2,1.44,1.06
K510425000,5,3,1.05,0.76
K510452000,6,3,1.08,0.8
K510452000,6,4,0.8,0.59
K4C0367000,6,1,5.2,4.25
K510512000,5,3,1.05,0.76
K510512000,5,4,0.76,0.55
K510662000,6,1,1.99,1.48
K510662000,6,2,1.48,1.08
K510529000,5,3,1.15,0.86
K510529000,5,4,0.84,0.61
K510561000,5,1,2.18,1.65
K510545000,5,4,0.84,0.61
K510552000,5,1,2.2,1.65
K510552000,5,5,0.68,0.5
K510654000,5,1,2.19,1.65
K510654000,5,2,1.65,1.26
K510654000,5,3,1.25,0.94
K510836000,6,2,1.47,1.08
K510836000,6,6,0.43,0.31
K510882000,5,2,1.65,1.26
K510882000,5,3,1.26,0.93
K510835000,6,6,0.41,0.29
K510834000,6,2,1.46,1.08
K510834000,6,3,1.07,0.78
K510429000,6,6,0.57,0.44
K4C1756000,4,1,1.98,1.48
K4C1753000,5,5,0.6,0.45
K4C1773000,5,1,1.98,1.48
K4C1773000,5,2,1.48,1.11
K510524000,5,1,1.99,1.47
K510524000,5,2,1.48,1.11
K510648000,5,1,1.96,1.47
K510685000,4,1,2,1.37
K510852000,4,4,0.83,0.61
K510852000,4,5,0.61,0.44
K510420000,5,5,0.61,0.45
K4C1861000,6,2,1.53,1.4
K4C0190000,5,2,2.21,1.77
K4C0190000,5,3,1.78,1.4
K4C0190000,5,4,1.39,1.09
K510935000,6,5,0.56,0.41
K510832000,6,1,1.97,1.48
K4C1868000,4,1,2,1.37
K4C1868000,4,2,1.37,0.94
K4C1868000,4,3,0.94,0.63
K510878000,7,7,0.41,0.31
K510590000,5,1,1.99,1.47
K4C1762000,5,2,1.57,1.28
K4C1762000,5,3,1.11,0.83
K511444000,6,6,2.31,2.03
K511052000,6,6,0.76,0.61
K511633000,6,1,1.98,1.47
K511633000,6,2,1.45,1.1
K511642000,6,3,1.06,0.8
K511642000,6,4,0.78,0.57
K510482000,4,1,1.97,1.38
K510482000,4,3,0.94,0.65
K510482000,4,4,0.65,0.45
K520075000,6,5,0.57,0.41
K511635000,6,6,0.41,0.3
K511639000,6,5,0.56,0.41
K511694000,5,3,1.11,0.82
K511694000,5,4,0.81,0.6
K511693000,5,1,1.99,1.49
K520084000,3,1,2.54,1.97
K520084000,3,2,1.93,1.51
K520012000,3,1,2.49,1.92
K520242000,5,5,0.57,0.41
K4B2082000,7,5,1.51,1.31
K4B2082000,7,6,1.31,1.13
K4B2082000,7,7,1.13,0.98
K511224000,7,1,2.86,2.31
K511418000,6,1,2.13,1.82
K511418000,6,2,1.73,1.36
K511524000,6,1,1.99,1.51
K511902000,6,5,0.62,0.45
K511646000,6,1,1.94,1.5
K511646000,6,2,1.47,1.08
K511523000,6,3,1.11,0.83
K511523000,6,4,0.83,0.61
K511177000,7,3,1.46,1.2
K511177000,7,4,1.19,0.95
K511775000,6,2,1.46,1.14
K510876000,6,1,2.01,1.47
K510876000,6,2,1.47,1.09
K511633000,6,6,0.42,0.31
K511525000,6,1,1.99,1.48
K511525000,6,6,0.41,0.29
K511638000,6,1,2,1.51
K511638000,6,2,1.45,1.07
K511638000,6,3,1.07,0.78
K510482000,4,2,1.37,0.95
K511526000,6,6,0.41,0.29
K511635000,6,3,1.07,0.77
K511635000,6,4,0.78,0.56
K520076000,6,1,1.99,1.45
K520076000,6,2,1.46,1.08
K511639000,6,3,1.07,0.78
K511639000,6,4,0.78,0.57
K520123000,6,1,1.98,1.46
K520123000,6,2,1.46,1.1
K520123000,6,3,1.07,0.78
K510388000,5,1,1.99,1.48
K520178000,6,1,1.82,1.72
K520282000,5,2,1.52,1.17
K520282000,5,3,1.17,0.9
K520282000,5,4,0.9,0.7
K520250000,5,5,0.69,0.53
K520236000,5,4,0.82,0.61
K520233000,5,1,2.02,1.46
K520233000,5,2,1.47,1.09
K520233000,5,5,0.57,0.42
K510456000,5,5,0.55,0.4
K511696000,4,1,1.99,1.45
K511696000,4,2,1.43,1.08
K511696000,4,3,1.04,0.78
K511581000,4,5,0.66,0.5
K511585000,5,3,1.11,0.84
K511585000,5,4,0.82,0.62
K511693000,5,5,0.61,0.45
K520088000,7,3,1.48,1.21
K520088000,7,4,1.21,0.99
K520088000,7,7,0.66,0.55
K520025000,3,2,1.93,1.51
K520025000,3,3,1.51,1.16
K520013000,3,3,1.51,1.16
K520234000,5,1,2,1.49
K520234000,5,2,1.48,1.12
K512092000,5,2,1.45,1.05
K512092000,5,3,1.05,0.75
K512092000,5,5,0.53,0.39
K4C1883000,6,1,2.01,1.5
K4C1883000,6,4,0.87,0.66
K4C1883000,6,5,0.65,0.49
K4C1880000,6,4,0.87,0.66
K511750000,8,1,2.78,2.32
K511750000,8,2,2.28,1.93
K511750000,8,3,1.92,1.62
K4C0455000,8,2,2.71,2.29
K4C0455000,8,3,2.3,1.99
K4C0455000,8,7,1.32,1.16
K4C0455000,8,8,1.16,1.02
K511400000,7,2,3.93,3.37
K511400000,7,3,3.37,2.87
K510667000,8,2,2.44,2.02
K510667000,8,3,2.02,1.68
K510667000,8,4,1.68,1.44
K510667000,8,7,1.06,0.93
K510667000,8,8,0.93,0.82
K511473000,8,4,1.57,1.31
K511473000,8,5,1.32,1.12
K520041000,7,6,1.11,0.96
K520041000,7,7,0.96,0.83
K511224000,7,2,2.31,1.92
K511224000,7,3,1.91,1.61
K511224000,7,4,1.62,1.35
K511224000,7,7,0.96,0.82
K4C0402000,6,4,1.56,1.33
K4C0402000,6,5,1.34,1.14
K4C0411000,8,2,2.97,2.61
K4C0411000,8,3,2.58,2.27
